iter	RMSE
169	0.01915927443
170	0.01879124364
171	0.01836639978
172	0.01798996949
173	0.01747132201
174	0.01708556438
175	0.01668565909
176	0.01641472645
177	0.01606220963
178	0.01590242996
179	0.01574912625
180	0.01560496813
181	0.01520198932
182	0.01506169968
183	0.0145446136
184	0.0144140796
185	0.01403585886
186	0.01390992483
187	0.0137891509
188	0.01324140456
189	0.01275970446
190	0.01247524925
191	0.01236791564
192	0.01206109534
193	0.01164594808
194	0.0113705144
195	0.01110785558
196	0.01089102137
197	0.01079669118
198	0.01070624926
199	0.01045634846
200	0.0101521393
201	0.009864121323
202	0.009662161089
203	0.009422063072
204	0.009181919704
205	0.008859942508
206	0.008640373514
207	0.008564382946
208	0.008491617439
209	0.008246815357
210	0.008081991033
211	0.008014637797
212	0.007730583119
213	0.007543036438
214	0.007317065817
215	0.007257197039
216	0.007045687734
217	0.006835023668
218	0.006668031337
219	0.006506503233
220	0.006292463895
221	0.006143603202
222	0.005975583589
223	0.005836585576
224	0.005679992535
225	0.005546965861
226	0.005497645841
227	0.005450483305
228	0.005330150036
229	0.005191731789
230	0.005033121224
231	0.004909382924
232	0.004761482295
233	0.004620471189
234	0.004509223574
235	0.004372437658
236	0.004245231135
237	0.004135229567
238	0.004015087399
239	0.003897976901
240	0.00386519908
241	0.003754134844
242	0.00364276733
243	0.003546887892
244	0.003451297711
245	0.003353886648
246	0.003270994698
247	0.003177907335
248	0.003152330787
249	0.003127838201
250	0.003037236665
251	0.002931559557
252	0.002884790892
253	0.002862791625
254	0.00276510686
255	0.002687424298
256	0.002647126832
257	0.002574804858
258	0.002536278456
259	0.00243897627
260	0.002349023687
261	0.002314543563
262	0.002232451175
263	0.002163199362
264	0.002137884971
265	0.002081191091
266	0.002027981019
267	0.002004898072
268	0.001938056635
269	0.001875929458
270	0.001849845505
271	0.001802653674
272	0.001758506384
273	0.001717196239
274	0.001662477675
275	0.001611491304
276	0.001599688991
277	0.001580358762
278	0.001569183353
279	0.001515615316
280	0.001468383109
281	0.001419360251
282	0.001400011095
283	0.00135765319
284	0.001318919289
285	0.001300883269
286	0.001257787648
287	0.001213151292
288	0.001174105405
289	0.001157368602
290	0.001124082634
291	0.00109292709
292	0.001061190494
293	0.001035461955
294	0.00102338205
295	0.0009971454973
296	0.0009858679061
297	0.0009523455173
298	0.0009286531305
299	0.0008958875807
300	0.0008738687244
301	0.0008522761729
302	0.0008294944218
303	0.0008089393753
304	0.0008001544286
305	0.000774526349
306	0.0007662608327
307	0.0007457711782
308	0.0007160456603
309	0.0006974439974
310	0.0006858557571
311	0.0006666709465
312	0.0006483609372
313	0.0006313520698
314	0.0006073736401
315	0.0005931301165
316	0.0005829539729
317	0.0005769311523
318	0.0005619474227
319	0.0005459845482
320	0.0005258007581
321	0.0005125521433
322	0.0005000103129
323	0.0004961873172
324	0.0004923057742
325	0.0004794635679
326	0.0004671892493
327	0.0004615325522
328	0.0004584379777
329	0.0004532496514
330	0.000436689794
331	0.0004255562221
332	0.000413968881
333	0.0004113121024
334	0.0004070618752
335	0.0003930441662
336	0.0003817098336
337	0.0003778516049
338	0.0003663176214
339	0.00035804626
340	0.0003462827245
341	0.000343929717
342	0.0003400183458
343	0.000337746882
344	0.0003339938297
345	0.0003318016528
346	0.0003281998528
347	0.0003195910374
348	0.0003174871916
349	0.0003142241399
350	0.0003121928771
351	0.0003040665177
352	0.0003021239898
353	0.0002990531941
354	0.0002890045791
355	0.0002812467474
356	0.0002727375772
357	0.0002699640189
358	0.0002671279646
359	0.0002574496385
360	0.0002549197956
361	0.0002532274385
362	0.0002507925957
363	0.0002442814488
364	0.0002418226857
365	0.0002402643486
366	0.0002361325624
367	0.0002287930202
368	0.0002266269447
369	0.0002227695654
370	0.0002154503474
371	0.0002118617563
372	0.0002054199787
373	0.0002040505542
374	0.0002008165263
375	0.0001994913849
376	0.000196201941
377	0.0001903795278
378	0.0001890171766
379	0.0001831220575
380	0.0001802406735
381	0.0001729401867
382	0.0001716234943
383	0.000169953448
384	0.0001644137166
385	0.0001588123128
386	0.0001542945954
387	0.0001481944638
388	0.0001467589077
389	0.0001456575236
390	0.0001412065103
391	0.0001369697924
392	0.0001327677822
393	0.0001287661763
394	0.000127924888
395	0.0001238288081
396	0.0001230569853
397	0.000122004573
398	0.0001209974665
399	0.0001175197753
400	0.0001133468622
401	0.00010908255
402	0.0001061466045
403	0.0001042179169
404	0.0001006846146
405	9.93687226e-05
406	9.602559938e-05
407	9.316142675e-05
408	9.043497159e-05
409	8.800473869e-05
410	8.643750408e-05
411	8.305772356e-05
412	8.145330304e-05
413	7.994362766e-05
414	7.919210128e-05
415	7.685040038e-05
416	7.466728649e-05
417	7.189370427e-05
418	7.060211685e-05
419	6.821868853e-05
420	6.621196377e-05
421	6.443002935e-05
422	6.381843523e-05
423	6.152155421e-05
424	5.961500147e-05
425	5.919769608e-05
426	5.863578066e-05
427	5.686064479e-05
428	5.647347269e-05
429	5.551806986e-05
430	5.514386407e-05
431	5.411819444e-05
432	5.375465462e-05
433	5.282628017e-05
434	5.121623847e-05
435	5.087477527e-05
436	5.039443317e-05
437	4.947365329e-05
438	4.914096979e-05
439	4.77164368e-05
440	4.740354657e-05
441	4.60077256e-05
442	4.524273874e-05
443	4.494613484e-05
444	4.452966134e-05
445	4.305628372e-05
446	4.22730131e-05
447	4.081887947e-05
448	4.012984625e-05
449	3.947183509e-05
450	3.835566278e-05
451	3.731957255e-05
452	3.619099753e-05
453	3.593332484e-05
454	3.480389472e-05
455	3.390600811e-05
456	3.292161699e-05
457	3.213729875e-05
458	3.090474925e-05
459	3.034898453e-05
460	2.907740992e-05
461	2.813006638e-05
462	2.735836919e-05
463	2.665533675e-05
464	2.6460137e-05
465	2.627324436e-05
466	2.582645692e-05
467	2.508945382e-05
468	2.428805244e-05
469	2.373429575e-05
470	2.356455254e-05
471	2.31405319e-05
472	2.240047622e-05
473	2.212010215e-05
474	2.193155459e-05
475	2.146107702e-05
476	2.125170315e-05
477	2.051957084e-05
478	2.027373924e-05
479	2.003763445e-05
480	1.94707977e-05
481	1.872963625e-05
482	1.855112886e-05
483	1.807735032e-05
484	1.762460081e-05
485	1.716572411e-05
486	1.652504127e-05
487	1.611830308e-05
488	1.563340131e-05
489	1.505370893e-05
490	1.455030995e-05
491	1.439537286e-05
492	1.391757981e-05
493	1.347434758e-05
494	1.321273199e-05
495	1.305202524e-05
496	1.292323652e-05
497	1.25368301e-05
498	1.230751579e-05
499	1.206362503e-05
500	1.182927282e-05
501	1.148282433e-05
502	1.126512471e-05
503	1.094367691e-05
504	1.054945953e-05
505	1.022488837e-05
506	1.009667781e-05
507	9.747167999e-06
508	9.466292837e-06
509	9.348736936e-06
510	9.050434271e-06
511	8.855527601e-06
512	8.747861783e-06
513	8.463683142e-06
514	8.157875961e-06
515	7.888806115e-06
516	7.774651579e-06
517	7.680253493e-06
518	7.589809611e-06
519	7.353954549e-06
520	7.249175553e-06
521	7.165428027e-06
522	6.969842546e-06
523	6.742955555e-06
524	6.698738596e-06
525	6.656558126e-06
526	6.555101468e-06
527	6.449768798e-06
528	6.349102066e-06
529	6.171548436e-06
530	6.131063726e-06
531	5.997508809e-06
532	5.959192262e-06
533	5.802571312e-06
534	5.612304731e-06
535	5.443099448e-06
536	5.29736758e-06
537	5.12441802e-06
538	4.979619104e-06
539	4.872226814e-06
540	4.795900222e-06
541	4.664543227e-06
542	4.539864972e-06
543	4.510718652e-06
544	4.386813614e-06
545	4.242911299e-06
546	4.162318239e-06
547	4.087520022e-06
548	3.957187511e-06
549	3.931407013e-06
550	3.849401285e-06
551	3.727126446e-06
552	3.699927588e-06
553	3.604942006e-06
554	3.52616006e-06
555	3.414823867e-06
556	3.310892114e-06
557	3.281325929e-06
558	3.202868975e-06
559	3.175046299e-06
560	3.083426089e-06
561	2.96523009e-06
562	2.877640683e-06
563	2.803591321e-06
564	2.714266327e-06
565	2.653187158e-06
566	2.610456619e-06
567	2.58960806e-06
568	2.569637223e-06
569	2.541156141e-06
570	2.481690916e-06
571	2.454727735e-06
572	2.387003359e-06
573	2.369229081e-06
574	2.331881204e-06
575	2.258719717e-06
576	2.209793053e-06
577	2.15002633e-06
578	2.133498524e-06
579	2.115468547e-06
580	2.059211308e-06
581	2.007420369e-06
582	1.965556433e-06
583	1.917366438e-06
584	1.878197013e-06
585	1.863237208e-06
586	1.82542424e-06
587	1.768501844e-06
588	1.718434014e-06
589	1.671243574e-06
590	1.646665222e-06
591	1.633932077e-06
592	1.584676046e-06
593	1.538091923e-06
594	1.526659603e-06
595	1.51571488e-06
596	1.505239327e-06
597	1.483722546e-06
598	1.439850684e-06
599	1.398806159e-06
600	1.388677553e-06
601	1.37900156e-06
602	1.343422407e-06
603	1.334060742e-06
604	1.325115314e-06
605	1.291402274e-06
606	1.251142116e-06
607	1.239904596e-06
608	1.231836843e-06
609	1.219876734e-06
610	1.194825705e-06
611	1.166238939e-06
612	1.136500235e-06
613	1.106148428e-06
614	1.078534832e-06
615	1.07136162e-06
616	1.06450686e-06
617	1.034302447e-06
618	1.004292614e-06
619	9.700921918e-07
620	9.508571332e-07
621	9.272010836e-07
622	8.97594899e-07
623	8.6672447e-07
624	8.357454048e-07
625	8.205817145e-07
626	8.150731001e-07
627	7.916878337e-07
628	7.759842643e-07
629	7.560365983e-07
630	7.413683055e-07
631	7.160904413e-07
632	6.985682798e-07
633	6.820643882e-07
634	6.620513366e-07
635	6.48864541e-07
636	6.312897187e-07
637	6.115789389e-07
638	5.94091085e-07
639	5.838040423e-07
640	5.604650912e-07
641	5.450963603e-07
642	5.344269113e-07
643	5.167341165e-07
644	5.044498625e-07
645	4.933084601e-07
646	4.832007187e-07
647	4.799528787e-07
648	4.661529195e-07
649	4.530912538e-07
650	4.382700529e-07
651	4.245229517e-07
652	4.180710649e-07
653	4.098847934e-07
654	3.975308295e-07
655	3.853242761e-07
656	3.742598063e-07
657	3.627715177e-07
658	3.516237179e-07
659	3.411193338e-07
660	3.309636006e-07
661	3.203008465e-07
662	3.110289489e-07
663	3.05430529e-07
664	2.968232774e-07
665	2.880479827e-07
666	2.800937237e-07
667	2.691626772e-07
668	2.611660206e-07
669	2.542235144e-07
670	2.465734392e-07
671	2.39027997e-07
672	2.325369861e-07
673	2.263962251e-07
674	2.205889432e-07
675	2.14486479e-07
676	2.096614441e-07
677	2.021434467e-07
678	1.960809361e-07
679	1.917404459e-07
680	1.873905256e-07
681	1.832918094e-07
682	1.794100981e-07
683	1.771714729e-07
684	1.719358321e-07
685	1.6804861e-07
686	1.647071206e-07
687	1.611010957e-07
688	1.559196131e-07
689	1.522467557e-07
690	1.490885663e-07
691	1.461277646e-07
692	1.409982786e-07
693	1.370991605e-07
694	1.340698447e-07
695	1.324603441e-07
696	1.301356533e-07
697	1.256973012e-07
698	1.241980303e-07
699	1.210457609e-07
700	1.170718446e-07
701	1.130422895e-07
702	1.109574245e-07
703	1.071799981e-07
704	1.036657078e-07
705	1.003991341e-07
706	9.819190794e-08
707	9.615617328e-08
708	9.278146062e-08
709	9.036017489e-08
710	8.72788091e-08
711	8.505517452e-08
712	8.294503324e-08
713	8.100278738e-08
714	7.848674875e-08
715	7.611401951e-08
716	7.387665625e-08
717	7.224961087e-08
718	6.985339209e-08
719	6.819841552e-08
720	6.558681383e-08
721	6.415838948e-08
722	6.263983976e-08
723	6.119637502e-08
724	5.922643129e-08
725	5.701528269e-08
726	5.495948611e-08
727	5.328323092e-08
728	5.17319953e-08
729	5.05528646e-08
730	4.900534224e-08
731	4.762846118e-08
732	4.633870382e-08
733	4.534019607e-08
734	4.433018121e-08
735	4.33860713e-08
736	4.24747933e-08
737	4.223941754e-08
738	4.102326748e-08
739	3.987410136e-08
740	3.901514268e-08
741	3.790086252e-08
742	3.67502346e-08
743	3.580057966e-08
744	3.557501297e-08
745	3.492152771e-08
746	3.406390397e-08
747	3.315939064e-08
748	3.29851084e-08
749	3.279342524e-08
750	3.185061515e-08
751	3.120860741e-08
752	3.034726307e-08
753	2.975305048e-08
754	2.888708581e-08
755	2.810098904e-08
756	2.761273315e-08
757	2.68722168e-08
758	2.611681698e-08
759	2.594799826e-08
760	2.580758207e-08
761	2.539606872e-08
762	2.463308148e-08
763	2.411713556e-08
764	2.398801732e-08
765	2.339822921e-08
766	2.266894682e-08
767	2.228095351e-08
768	2.163946849e-08
769	2.127952837e-08
770	2.07760424e-08
771	2.018452094e-08
772	1.985966908e-08
773	1.923963451e-08
774	1.86656344e-08
775	1.856450559e-08
776	1.820835234e-08
777	1.80952948e-08
778	1.783004425e-08
779	1.75418695e-08
780	1.727694745e-08
781	1.702617719e-08
782	1.666173611e-08
783	1.641189549e-08
784	1.582141729e-08
785	1.548655506e-08
786	1.512782511e-08
787	1.483856035e-08
788	1.46272014e-08
789	1.435105529e-08
790	1.405517859e-08
791	1.368908567e-08
792	1.333500551e-08
793	1.325116401e-08
794	1.304137192e-08
795	1.26529237e-08
796	1.258496174e-08
797	1.230038885e-08
798	1.192169823e-08
799	1.184956071e-08
800	1.166555862e-08
801	1.122639596e-08
802	1.099263253e-08
803	1.076869263e-08
804	1.043190946e-08
805	1.015965645e-08
806	1.009625473e-08
807	9.78364457e-09
808	9.731126947e-09
809	9.529506796e-09
810	9.478775192e-09
811	9.339585568e-09
812	9.283737744e-09
813	9.077487869e-09
814	8.857994005e-09
815	8.658223412e-09
816	8.528369031e-09
817	8.477164053e-09
818	8.237410659e-09
819	8.195432002e-09
820	7.899101784e-09
821	7.696462658e-09
822	7.536322419e-09
823	7.330882569e-09
824	7.12998239e-09
825	7.083728616e-09
826	6.865804912e-09
827	6.76399981e-09
828	6.586770014e-09
829	6.545048574e-09
830	6.336552993e-09
831	6.21289377e-09
832	6.111323303e-09
833	6.044290122e-09
834	5.960403848e-09
835	5.749947868e-09
836	5.574658916e-09
837	5.470422596e-09
838	5.297929469e-09
839	5.137448953e-09
840	5.08194441e-09
841	5.001446106e-09
842	4.876364274e-09
843	4.757323476e-09
844	4.597930789e-09
845	4.436115838e-09
846	4.318918312e-09
847	4.170597239e-09
848	4.043831101e-09
849	3.923187143e-09
850	3.830626868e-09
851	3.71867952e-09
852	3.59113263e-09
853	3.488286746e-09
854	3.398593441e-09
855	3.314176174e-09
856	3.234749073e-09
857	3.141252158e-09
858	3.033617121e-09
859	2.949881498e-09
860	2.852868096e-09
861	2.76240339e-09
862	2.660941934e-09
863	2.576837078e-09
864	2.506058757e-09
865	2.436292192e-09
866	2.36712502e-09
867	2.309363274e-09
868	2.272897802e-09
869	2.238176897e-09
870	2.189107833e-09
871	2.140140656e-09
872	2.091383672e-09
873	2.035107835e-09
874	1.98714693e-09
875	1.963139935e-09
876	1.918094871e-09
877	1.895505325e-09
878	1.841289043e-09
879	1.793435128e-09
880	1.740109782e-09
881	1.719486759e-09
882	1.690677221e-09
883	1.670092437e-09
884	1.638496943e-09
885	1.6264636e-09
886	1.589394276e-09
887	1.559579888e-09
888	1.52015847e-09
889	1.493244315e-09
890	1.456491492e-09
891	1.404447265e-09
892	1.394327999e-09
893	1.353345942e-09
894	1.336752577e-09
895	1.290419904e-09
896	1.281224505e-09
897	1.271456213e-09
898	1.236479266e-09
899	1.228183632e-09
900	1.197103407e-09
901	1.162141563e-09
902	1.1455909e-09
903	1.115896415e-09
904	1.092953365e-09
905	1.066364279e-09
906	1.049672011e-09
907	1.034803582e-09
908	1.020859321e-09
909	1.007516318e-09
910	9.793271614e-10
911	9.733586964e-10
912	9.558470164e-10
913	9.491769717e-10
914	9.348140574e-10
915	9.23061954e-10
916	9.022008377e-10
917	8.893306842e-10
918	8.722396547e-10
919	8.669886625e-10
920	8.537047112e-10
921	8.418412803e-10
922	8.175684148e-10
923	7.94766994e-10
924	7.778672444e-10
925	7.606060662e-10
926	7.420254271e-10
927	7.300380197e-10
928	7.140142491e-10
929	7.096110641e-10
930	6.903721552e-10
931	6.711208715e-10
932	6.610185422e-10
933	6.390357484e-10
934	6.28076947e-10
935	6.249315937e-10
936	6.067562482e-10
937	5.947442842e-10
938	5.90489079e-10
939	5.786855267e-10
940	5.691389946e-10
941	5.655859285e-10
942	5.563202531e-10
943	5.409351881e-10
944	5.257392037e-10
945	5.172143156e-10
946	5.107114319e-10
947	5.025596643e-10
948	4.968033388e-10
949	4.890616213e-10
950	4.838760222e-10
951	4.758363086e-10
952	4.679311487e-10
953	4.532045329e-10
954	4.41166837e-10
955	4.280631014e-10
956	4.247904163e-10
957	4.198601251e-10
958	4.125426206e-10
959	4.055099145e-10
960	4.008197408e-10
961	3.940174442e-10
962	3.883655451e-10
963	3.838732799e-10
964	3.774665046e-10
965	3.72132236e-10
966	3.61481501e-10
967	3.511988759e-10
968	3.462689716e-10
969	3.415277452e-10
970	3.374082114e-10
971	3.327912048e-10
972	3.241878357e-10
973	3.144069068e-10
974	3.056989942e-10
975	2.976021348e-10
976	2.941060433e-10
977	2.856155812e-10
978	2.809788803e-10
979	2.777446921e-10
980	2.732932904e-10
981	2.69038603e-10
982	2.651243285e-10
983	2.57728388e-10
984	2.498870534e-10
985	2.444733863e-10
986	2.362332119e-10
987	2.288699772e-10
988	2.24270719e-10
989	2.213383486e-10
990	2.164839298e-10
991	2.105598421e-10
992	2.065626301e-10
993	2.026811787e-10
994	1.988656081e-10
995	1.965828947e-10
996	1.928874303e-10
997	1.89182615e-10
998	1.841414724e-10
999	1.807129697e-10
10
