,non,lin,Mac,sim,lgb,svr,cat,dct, extra,lstm,min_smape,selected_model,Null_points
NX1449,1000.0,35.50968595148628,32.41362639956766,32.86072731148995,1000.0,34.86444104838785,1000.0,41.25509035289401,34.2867053299713,1000.0,32.41362639956766,Mac,8760
NX1426,1000.0,39.10729397874921,31.990047728805845,29.536447637571747,1000.0,36.99119933624075,1000.0,43.66070931794995,33.72160826697675,1000.0,29.536447637571747,sim,8760
NX1424,1000.0,10.547366848197099,10.783992613802383,12.44764806994489,1000.0,14.732132491171004,1000.0,14.33495187040328,12.845165737213478,1000.0,10.547366848197099,lin,8760
NX1403,1000.0,32.349636794270566,30.607747338729133,30.48424767208426,1000.0,30.635004502727487,1000.0,39.28186290399982,32.06511663891908,1000.0,30.48424767208426,sim,8760
NX1404,1000.0,47.339571646508226,37.62918608923589,26.5609443136045,1000.0,89.84575993293289,1000.0,28.23210219293999,58.985224194071286,1000.0,26.5609443136045,sim,8760
NX1405,1000.0,15.826743413495757,15.503594593143413,26.11011270388507,1000.0,23.41271976972391,1000.0,18.364100381871584,27.43610738535648,1000.0,15.503594593143413,Mac,8760
NX1406,1000.0,35.93177241232174,29.316771158202357,32.99810497874791,1000.0,40.46338667695817,1000.0,35.666363077375784,36.36602234552768,1000.0,29.316771158202357,Mac,8760
NX1407,1000.0,42.06993585165003,30.49323784182794,29.697126434308007,1000.0,31.837532029103233,1000.0,37.982109621673175,31.015875983314686,1000.0,29.697126434308007,sim,8760
NX1408,1000.0,54.209269281951244,46.952410639450804,43.175259742958794,1000.0,58.279006945741315,1000.0,52.72045923804376,54.330678945885914,1000.0,43.175259742958794,sim,8760
NX1409,1000.0,34.09167845359628,31.1376171855329,29.168777917906947,1000.0,34.46297171890033,1000.0,40.19035939980495,32.279755284939476,1000.0,29.168777917906947,sim,8760
NX1410,1000.0,18.230625582033717,19.37104062484108,16.499352187179674,1000.0,24.12283772883522,1000.0,21.960938491127038,20.484779931912193,1000.0,16.499352187179674,sim,8760
NX1411,1000.0,23.510151888307092,22.444997156214924,21.542522673806218,1000.0,27.338993611659422,1000.0,30.745442622857663,23.306210201926717,1000.0,21.542522673806218,sim,8760
NX1412,1000.0,41.04085886888756,34.632482270638526,31.066772852842444,1000.0,38.154546111584615,1000.0,39.32357882894912,33.844574811878196,1000.0,31.066772852842444,sim,8760
NX1413,1000.0,46.05229883897325,33.63097908252939,30.493562143056955,1000.0,37.94989418106965,1000.0,43.478699932882485,33.14518082760404,1000.0,30.493562143056955,sim,8760
NX1414,1000.0,41.51708484668204,34.879351915341275,34.920617352578844,1000.0,39.34149980483143,1000.0,45.97325975011934,37.61667254854626,1000.0,34.879351915341275,Mac,8760
NX1415,1000.0,40.79634553195515,41.33595012747797,43.79978527227352,1000.0,42.471841136703254,1000.0,47.8699130323777,45.69497567412029,1000.0,40.79634553195515,lin,8760
NX1416,1000.0,38.05189996797733,30.20481247742085,28.533748462342675,1000.0,33.46815986663006,1000.0,38.87413204174974,31.285470088469825,1000.0,28.533748462342675,sim,8760
NX1417,1000.0,47.385698282901366,43.873657361964206,44.34885430362919,1000.0,45.44391156759551,1000.0,45.63935263675983,46.650571327194314,1000.0,43.873657361964206,Mac,8760
NX1418,1000.0,35.96713368706838,32.27973002681734,30.112485899173844,1000.0,34.899788946054876,1000.0,42.74236225609104,32.7813007824273,1000.0,30.112485899173844,sim,8760
NX1419,1000.0,30.11479733601813,29.523606157827114,19.362884808574936,1000.0,24.172757782027297,1000.0,43.58894290171136,28.60816231117209,1000.0,19.362884808574936,sim,8760
NX1420,1000.0,18.90428563816103,14.834234889374228,14.520525903858147,1000.0,18.651713254666586,1000.0,19.03735273981334,15.738249961179843,1000.0,14.520525903858147,sim,8760
NX1421,1000.0,49.00994356364833,43.91601051861825,51.751372736497444,1000.0,49.48097540308044,1000.0,47.39738942573445,56.59314962327906,1000.0,43.91601051861825,Mac,8760
NX1422,1000.0,38.17116352421596,38.89343711776167,39.39729613712772,1000.0,42.200614649604404,1000.0,44.33028639947947,41.32060947209386,1000.0,38.17116352421596,lin,8760
NX1423,1000.0,32.94186601600888,29.832177610490533,28.77486584917933,1000.0,31.551065817299484,1000.0,41.170581342731374,30.328377900224925,1000.0,28.77486584917933,sim,8760
NX1425,1000.0,29.76149828107834,27.58365137548331,21.316500917179,1000.0,29.1148353448499,1000.0,28.13345036442391,28.662993706793056,1000.0,21.316500917179,sim,8760
NX1402,1000.0,27.988914678082974,23.73139483044386,22.420632066882924,1000.0,28.528839849499672,1000.0,32.31838216395947,24.198113506452792,1000.0,22.420632066882924,sim,8760
NX1450,1000.0,33.61845471797651,28.237104847158097,27.502899232903097,1000.0,31.615604862621947,1000.0,36.61750303810565,29.6224480190288,1000.0,27.502899232903097,sim,8760
NX1452,1000.0,39.24816579484672,31.341123267274362,42.09330470918801,1000.0,41.90852140571972,1000.0,43.43804291283947,44.13295622336814,1000.0,31.341123267274362,Mac,8760
NX1478,1000.0,44.32283573028343,35.77480374816256,33.26370413445421,1000.0,45.040542434824346,1000.0,44.99585807515711,39.0746714413532,1000.0,33.26370413445421,sim,8760
NX1479,1000.0,40.274800287755816,34.434772316812044,34.48327615851126,1000.0,36.793363643357914,1000.0,41.92706861103464,36.86092261225535,1000.0,34.434772316812044,Mac,8760
NX1480,1000.0,30.8774157385852,30.75793538113446,35.784719424555995,1000.0,36.302758675960156,1000.0,42.19983804771779,37.35257508122378,1000.0,30.75793538113446,Mac,8760
NX1481,1000.0,40.789766323366415,33.07801541406868,31.525184907584542,1000.0,33.74967978926426,1000.0,43.5697790609279,32.86495516512669,1000.0,31.525184907584542,sim,8760
NX1482,1000.0,34.22856517025129,29.520838045191873,28.39102289837793,1000.0,30.608132449267625,1000.0,37.20069896364499,30.15875344288584,1000.0,28.39102289837793,sim,8760
NX1483,1000.0,43.0601108261557,36.84646569602223,35.50601814178834,1000.0,45.21636724555098,1000.0,46.56537110912099,40.872233337990245,1000.0,35.50601814178834,sim,8760
NX1484,1000.0,36.987039127399115,31.471107087958003,29.135799209432562,1000.0,34.12278928854678,1000.0,41.216079361173875,32.16253218368649,1000.0,29.135799209432562,sim,8760
NX1485,1000.0,14.044784506985689,11.061962558001852,16.176312721679654,1000.0,30.53698257085935,1000.0,12.67013446496243,17.763858637889292,1000.0,11.061962558001852,Mac,8760
NX1486,1000.0,22.936173965568226,20.73480471078642,19.82028755097646,1000.0,22.74562898908964,1000.0,27.33438026985399,21.638017017326536,1000.0,19.82028755097646,sim,8760
NX1487,1000.0,42.916730020206664,40.26948974021616,38.649420164723495,1000.0,43.07961373774412,1000.0,45.786294388412486,43.31989648742412,1000.0,38.649420164723495,sim,8760
NX1488,1000.0,35.73839425759792,37.76864664899525,40.53371832136893,1000.0,41.29537098465695,1000.0,43.89621605765337,42.957390482933796,1000.0,35.73839425759792,lin,8760
NX1489,1000.0,0.7780227798170208,0.8507921757516863,0.6280110090831224,1000.0,0.9175481869504852,1000.0,1.0477887952538059,0.8615023664492315,1000.0,0.6280110090831224,sim,8760
NX1490,1000.0,32.87053766950605,31.66823054189975,37.72331181353699,1000.0,31.1167873907848,1000.0,40.39509341963658,38.49760607529649,1000.0,31.1167873907848,svr,8760
NX1491,1000.0,27.20752378428547,23.46277631000296,22.41325738495285,1000.0,25.450371298607468,1000.0,31.14348292800735,23.429121761530723,1000.0,22.41325738495285,sim,8760
NX1492,1000.0,35.78321858009972,25.49299373716735,23.969700444925618,1000.0,29.282949436142797,1000.0,35.56041516322284,25.52520026062024,1000.0,23.969700444925618,sim,8760
NX1493,1000.0,28.55569513771751,26.473273350198962,24.99798371308949,1000.0,27.923278364930816,1000.0,34.79039372336793,26.759897089409375,1000.0,24.99798371308949,sim,8760
NX1494,1000.0,33.475008829574826,32.90746012064916,32.37723528659476,1000.0,34.52741595689781,1000.0,43.816947233276245,33.63894453546013,1000.0,32.37723528659476,sim,8760
NX1495,1000.0,7.061577124554092,9.716440550284524,39.30812081728839,1000.0,56.36369042132949,1000.0,17.86390112216613,71.70671875133542,1000.0,7.061577124554092,lin,8760
NX1496,1000.0,37.215777292938725,31.1136197027147,33.383975997489735,1000.0,34.29835762446019,1000.0,39.47616844141988,35.23306027621769,1000.0,31.1136197027147,Mac,8760
NX1497,1000.0,33.17903497284009,30.294205144729005,28.309111028352437,1000.0,32.6320436352808,1000.0,40.08228165605997,30.394041722648836,1000.0,28.309111028352437,sim,8760
NX1498,1000.0,54.52553675838887,42.8196449807118,36.71283840487514,1000.0,42.79983254660726,1000.0,50.4082899260722,55.807343781625015,1000.0,36.71283840487514,sim,8760
NX1477,1000.0,15.751985139177206,13.697205390772988,15.118493924168467,1000.0,16.58845424888691,1000.0,16.682761257604795,19.186079131260396,1000.0,13.697205390772988,Mac,8760
NX1451,1000.0,37.01972645346794,34.751115952156646,32.76876487032282,1000.0,37.19846624000826,1000.0,43.555176220867054,34.974464888395815,1000.0,32.76876487032282,sim,8760
NX1476,1000.0,42.75133528734805,40.92034779310011,36.63960482307527,1000.0,41.713863417601154,1000.0,44.71166754980246,42.216694353873244,1000.0,36.63960482307527,sim,8760
NX1474,1000.0,32.29777943257235,28.259245435988394,28.269572797562486,1000.0,37.48544521972919,1000.0,40.33832448852354,30.256088011066925,1000.0,28.259245435988394,Mac,8760
NX1453,1000.0,34.22556138459975,36.59299936763295,36.530912607892546,1000.0,46.621161703003814,1000.0,37.953567718821546,39.15668004107483,1000.0,34.22556138459975,lin,8760
NX1454,1000.0,35.96612751168673,32.249321014885616,33.11720441155314,1000.0,34.018469832402936,1000.0,40.328203660623394,35.033484708513306,1000.0,32.249321014885616,Mac,8760
NX1455,1000.0,4.0914836941892645,3.9245390837774763,2.731643356643356,1000.0,6.258488224067975,1000.0,4.093822843822843,4.113967080424854,1000.0,2.731643356643356,sim,8760
NX1456,1000.0,28.778718623096772,27.00797789458554,26.25223988475174,1000.0,28.833279129051725,1000.0,35.844709664210306,27.38000376018439,1000.0,26.25223988475174,sim,8760
NX1457,1000.0,49.39770034295395,40.64676464663555,37.149649256501,1000.0,51.54931376302436,1000.0,47.69833384468955,42.815746358818735,1000.0,37.149649256501,sim,8760
NX1458,1000.0,83.31373473231456,58.797035719202654,58.28849886511296,1000.0,63.01424049827212,1000.0,71.09425918532973,63.27511524756651,1000.0,58.28849886511296,sim,8760
NX1459,1000.0,30.709523238433068,25.348307125091388,24.393057781420584,1000.0,26.48821898866907,1000.0,35.17611900900218,25.526363282667994,1000.0,24.393057781420584,sim,8760
NX1460,1000.0,28.420849042482462,23.688404540394625,18.87547599676287,1000.0,21.836687435425812,1000.0,25.128815228438107,26.973584664547687,1000.0,18.87547599676287,sim,8760
NX1461,1000.0,38.75647368911124,37.28873846160152,41.465265719352296,1000.0,44.78016800531058,1000.0,45.443273211879045,42.967509318201756,1000.0,37.28873846160152,Mac,8760
NX1462,1000.0,28.829119164003775,24.574578535650826,23.762811250376963,1000.0,25.77100388684677,1000.0,32.610922388174465,25.129920533214126,1000.0,23.762811250376963,sim,8760
NX1463,1000.0,42.70019024182307,40.30839551993706,38.73922434628588,1000.0,43.61862766667605,1000.0,50.646675358049514,41.850775958128985,1000.0,38.73922434628588,sim,8760
NX1464,1000.0,26.083952013103392,23.61889750556028,24.14729435978656,1000.0,24.83869938009941,1000.0,32.65259754292968,25.26338973388729,1000.0,23.61889750556028,Mac,8760
NX1465,1000.0,54.462666663516444,61.10650781641253,42.22214360393233,1000.0,62.60626526410341,1000.0,61.71657538320968,61.97989968779402,1000.0,42.22214360393233,sim,8760
NX1466,1000.0,20.05079976296644,17.524409218444784,17.626979753917354,1000.0,17.97376559376679,1000.0,22.909085493991718,20.132564439213255,1000.0,17.524409218444784,Mac,8760
NX1467,1000.0,130.88048505520203,130.5741261190187,114.64674248281601,1000.0,130.81167067730468,1000.0,134.20666572379125,149.89199106121254,1000.0,114.64674248281601,sim,8760
NX1468,1000.0,32.419341661358324,28.036890484930705,26.42419597440146,1000.0,28.966778290924854,1000.0,35.065718237500334,27.905428921511483,1000.0,26.42419597440146,sim,8760
NX1469,1000.0,60.37623118943956,52.84937393636436,48.38471458690273,1000.0,54.08163443112662,1000.0,58.900229611060354,52.810623506009655,1000.0,48.38471458690273,sim,8760
NX1470,1000.0,29.964988821120173,28.092636351777745,25.930654098664355,1000.0,28.497043691685587,1000.0,34.77224211999358,28.362175634963517,1000.0,25.930654098664355,sim,8760
NX1471,1000.0,51.26060632373944,51.31158995637301,57.58515356718369,1000.0,48.34967949942609,1000.0,52.78112167711752,63.919863845329914,1000.0,48.34967949942609,svr,8760
NX1472,1000.0,33.71793481603097,26.7831204908127,25.452983544568916,1000.0,28.90742011906738,1000.0,35.58884164325726,27.197365964781284,1000.0,25.452983544568916,sim,8760
NX1473,1000.0,32.251502055081296,28.854513546556056,29.59142790302299,1000.0,31.88915196061638,1000.0,40.3843204459343,30.94327460604494,1000.0,28.854513546556056,Mac,8760
NX1475,1000.0,28.79682669252852,26.41398029291229,25.768561038009526,1000.0,29.114053169702665,1000.0,36.79831165875749,27.192154271355463,1000.0,25.768561038009526,sim,8760
NX1401,1000.0,41.378020050109676,41.477446006257495,44.303516552885995,1000.0,46.90771544085746,1000.0,51.13318900053596,46.01173667473178,1000.0,41.378020050109676,lin,8760
NX1400,1000.0,29.12698342611186,25.980101043129388,24.694901122474842,1000.0,26.940013999531747,1000.0,34.98619186552748,26.338356479113955,1000.0,24.694901122474842,sim,8760
NX1399,1000.0,35.45822924263355,31.553661667230646,32.197966000151474,1000.0,35.44023228431,1000.0,40.830003667861675,36.21983805736681,1000.0,31.553661667230646,Mac,8760
NX1327,1000.0,28.407686085488695,24.531015006810573,23.432873934120124,1000.0,25.74851195112252,1000.0,34.620461008302115,24.914583220794793,1000.0,23.432873934120124,sim,8760
NX1328,1000.0,32.91444098231628,29.767174575442798,29.812037551497806,1000.0,31.802361909635575,1000.0,40.44417198897566,31.37372927026234,1000.0,29.767174575442798,Mac,8760
NX1329,1000.0,26.20100846343784,22.512302307946044,21.58296397795642,1000.0,27.6511637061117,1000.0,28.970076695555946,23.285727366931468,1000.0,21.58296397795642,sim,8760
NX1330,1000.0,32.14727315664975,31.672026941110516,42.948616527788346,1000.0,33.77399022972229,1000.0,39.200233994477585,43.81584788417946,1000.0,31.672026941110516,Mac,8760
NX1331,1000.0,26.55784998872965,23.95214799561291,25.551656311899944,1000.0,27.16968675662475,1000.0,32.13925469780579,26.71830152171554,1000.0,23.95214799561291,Mac,8760
NX1332,1000.0,26.726076167734774,31.061098578482174,95.9230727242542,1000.0,95.57298026465223,1000.0,33.939831346108626,96.89005936998655,1000.0,26.726076167734774,lin,8760
NX1333,1000.0,44.73207357106012,41.46913505262764,44.82773858204154,1000.0,56.25574942884883,1000.0,50.386099074933625,50.07217319998866,1000.0,41.46913505262764,Mac,8760
NX1334,1000.0,48.42490583451694,40.701163767657825,38.587757220254076,1000.0,45.13451383718813,1000.0,51.13729380990116,42.84734820716744,1000.0,38.587757220254076,sim,8760
NX1335,1000.0,56.697793677162736,46.95102633270912,44.70973103433697,1000.0,57.43097908938428,1000.0,56.93421873744745,54.83616918006842,1000.0,44.70973103433697,sim,8760
NX1336,1000.0,32.018288236839275,26.66856807852622,27.61907932425523,1000.0,28.408181224831736,1000.0,19.77426506305849,45.80188472359316,1000.0,19.77426506305849,dct,8760
NX1337,1000.0,47.44643923362517,40.60846132480238,38.37584597796127,1000.0,45.422495819143194,1000.0,48.18253383218853,41.041011205661135,1000.0,38.37584597796127,sim,8760
NX1338,1000.0,31.275876793210397,32.95628394246901,49.514754312874025,1000.0,44.96476037637231,1000.0,39.568280376535526,61.19002102127486,1000.0,31.275876793210397,lin,8760
NX1339,1000.0,22.57565318085856,20.823517071334784,20.293583107318582,1000.0,22.71085652634583,1000.0,26.832550779793113,21.32372553778957,1000.0,20.293583107318582,sim,8760
NX1340,1000.0,30.829213305734132,26.50349913827247,27.257468459059105,1000.0,28.89234893133096,1000.0,32.632648682180104,28.688018178486896,1000.0,26.50349913827247,Mac,8760
NX1341,1000.0,25.28475704261017,23.281006863092028,25.243185141145336,1000.0,24.940446694790612,1000.0,30.529791568921507,26.552318833404783,1000.0,23.281006863092028,Mac,8760
NX1342,1000.0,40.436553200798485,38.050413606322145,36.657319038531504,1000.0,40.80843811470827,1000.0,47.82194935730628,38.56813073175285,1000.0,36.657319038531504,sim,8760
NX1343,1000.0,24.30135800718395,22.36231823536768,21.34264308040805,1000.0,32.99141136024114,1000.0,30.965036521879203,22.746941432406317,1000.0,21.34264308040805,sim,8760
NX1344,1000.0,32.33461738618895,26.906342910820165,29.891908066403143,1000.0,27.708721186265958,1000.0,36.804058542222634,30.77278023784299,1000.0,26.906342910820165,Mac,8760
NX1345,1000.0,40.756789683363984,34.01159267242583,32.63812684715536,1000.0,38.82182588716862,1000.0,44.10322224491182,35.1185806224868,1000.0,32.63812684715536,sim,8760
NX1346,1000.0,40.27225840645742,33.6803792586827,31.674988277298997,1000.0,37.420020311653325,1000.0,44.652132717085955,34.64611121698721,1000.0,31.674988277298997,sim,8760
NX1347,1000.0,41.09279873048572,33.519121160774155,32.6240659761944,1000.0,36.708564144149264,1000.0,44.04321505088051,34.42621615593297,1000.0,32.6240659761944,sim,8760
NX1326,1000.0,7.026308741138354,6.966899441890654,10.932527231291221,1000.0,11.921950924300095,1000.0,10.032999987956815,11.15714021691369,1000.0,6.966899441890654,Mac,8760
NX1348,1000.0,54.51020276652349,41.093035406037004,40.39620148553865,1000.0,47.88526931215216,1000.0,51.80692383430186,45.138707886062676,1000.0,40.39620148553865,sim,8760
NX1325,1000.0,29.504080151506237,26.978875756339825,25.869356995068074,1000.0,27.595278669694007,1000.0,34.70591995593178,27.159309838646365,1000.0,25.869356995068074,sim,8760
NX1323,1000.0,28.16368686935488,23.62023911543493,22.55885531154439,1000.0,30.435081268717422,1000.0,31.886765521648396,24.929129091165862,1000.0,22.55885531154439,sim,8760
NX1302,1000.0,46.545145983309794,38.36400781198757,34.84196670066867,1000.0,39.30192047850501,1000.0,53.457604984027185,38.13860167851288,1000.0,34.84196670066867,sim,8760
NX1303,1000.0,23.259837342184902,20.508070531897722,20.215054888504053,1000.0,21.002933567318955,1000.0,27.239328299122064,21.044986008089978,1000.0,20.215054888504053,sim,8760
NX1304,1000.0,28.93553323102627,25.00088417279177,23.781792545794854,1000.0,25.67316377267208,1000.0,31.364491626845883,25.167060360883465,1000.0,23.781792545794854,sim,8760
NX1305,1000.0,39.53162106340578,31.99815310957575,29.054555911987503,1000.0,33.55044766604919,1000.0,39.9688172022022,31.6413632692951,1000.0,29.054555911987503,sim,8760
NX1306,1000.0,45.63408358600577,41.722610986098765,56.79215303056293,1000.0,47.75548925094923,1000.0,51.02770547795449,58.306792899759124,1000.0,41.722610986098765,Mac,8760
NX1307,1000.0,32.01999165453967,28.35911942065049,26.622328643901856,1000.0,30.732970146511803,1000.0,40.13671502034725,28.24620184784459,1000.0,26.622328643901856,sim,8760
NX1308,1000.0,25.075315777943967,19.689925893015246,18.767171441266612,1000.0,21.77209028526652,1000.0,25.58922752299866,20.12087647097393,1000.0,18.767171441266612,sim,8760
NX1309,1000.0,48.76763993974231,44.193068403972745,51.682111352895596,1000.0,64.05604897146979,1000.0,50.80354089725768,57.18580944861706,1000.0,44.193068403972745,Mac,8760
NX1310,1000.0,36.60115564951415,31.57562962524788,30.4356718319799,1000.0,33.58106528568573,1000.0,42.38155338743953,31.992495325479002,1000.0,30.4356718319799,sim,8760
NX1311,1000.0,17.758943362559805,15.552318991506295,18.762514793274978,1000.0,19.339026982437723,1000.0,21.00233463139738,19.630002857396093,1000.0,15.552318991506295,Mac,8760
NX1312,1000.0,49.94158288849485,38.73891810440713,25.794196095963606,1000.0,34.449177385242166,1000.0,28.88782709740482,56.32302072189175,1000.0,25.794196095963606,sim,8760
NX1313,1000.0,27.757321282210782,24.00162467501896,24.064697817638788,1000.0,26.994207599523648,1000.0,32.15810516229247,25.843002586770183,1000.0,24.00162467501896,Mac,8760
NX1314,1000.0,53.319084914261985,39.33154297473308,43.11829448382667,1000.0,47.69345938816516,1000.0,46.51092632233476,48.729348687886386,1000.0,39.33154297473308,Mac,8760
NX1315,1000.0,41.13273296283611,31.95209450599908,30.51981045987108,1000.0,33.28285750640523,1000.0,46.044880788638146,33.32378326570717,1000.0,30.51981045987108,sim,8760
NX1316,1000.0,42.66227081380005,35.41433812426759,32.6717024242767,1000.0,36.337116584045,1000.0,46.7797452324534,35.503786126181204,1000.0,32.6717024242767,sim,8760
NX1317,1000.0,42.73505789972026,39.4179009569255,37.656768439543434,1000.0,40.529672469109855,1000.0,51.594059272309764,39.83612212532512,1000.0,37.656768439543434,sim,8760
NX1318,1000.0,31.551912656005104,28.919159987232494,27.765426449914912,1000.0,33.403225957478796,1000.0,37.202065699507884,29.751257368725724,1000.0,27.765426449914912,sim,8760
NX1319,1000.0,30.578654696257356,28.29630448325071,25.90688555778039,1000.0,31.033598671091518,1000.0,40.90976288841134,27.39456132644718,1000.0,25.90688555778039,sim,8760
NX1320,1000.0,12.476925705448403,12.381768596844884,10.477745797943264,1000.0,11.38448009631866,1000.0,14.208079529362724,13.04301800883474,1000.0,10.477745797943264,sim,8760
NX1321,1000.0,34.39173145446649,29.788010385051173,30.822832874655415,1000.0,32.23629657098899,1000.0,38.15640325684291,32.99571323477915,1000.0,29.788010385051173,Mac,8760
NX1322,1000.0,41.53592154967867,33.828641243157044,31.964645665487165,1000.0,39.25810972014528,1000.0,43.39665826330583,34.5428753889342,1000.0,31.964645665487165,sim,8760
NX1324,1000.0,103.43712475871213,58.894444491679835,52.91067515670346,1000.0,66.8570790359371,1000.0,68.90890780404203,76.5084390117349,1000.0,52.91067515670346,sim,8760
NX1349,1000.0,26.214810597638156,22.84244453662284,22.360036650829162,1000.0,23.79913617921713,1000.0,29.258700407060335,23.986499591041543,1000.0,22.360036650829162,sim,8760
NX1350,1000.0,34.57782919446612,17.46852788007341,73.94296396329541,1000.0,106.84848099676378,1000.0,14.765943481804925,103.84159091556451,1000.0,14.765943481804925,dct,8760
NX1351,1000.0,19.49203274704253,20.202959440250368,17.83422005405534,1000.0,19.73411607766188,1000.0,22.873136610346997,20.541941681844555,1000.0,17.83422005405534,sim,8760
NX1378,1000.0,32.88258757190092,27.856234421611294,31.447375320860676,1000.0,33.608564859236694,1000.0,34.50472273390661,32.68247228220404,1000.0,27.856234421611294,Mac,8760
NX1379,1000.0,34.61813626046152,30.929484149373256,29.165676454643258,1000.0,36.08966661578645,1000.0,41.954372048578094,31.256489961562373,1000.0,29.165676454643258,sim,8760
NX1380,1000.0,36.477548869278905,32.636317528057646,34.34267943724688,1000.0,39.30591851877837,1000.0,37.54175196890928,36.422634794680675,1000.0,32.636317528057646,Mac,8760
NX1381,1000.0,43.0680836158026,41.68829204573418,39.86343021952816,1000.0,44.73709752827255,1000.0,56.14337733955024,43.742945332252404,1000.0,39.86343021952816,sim,8760
NX1382,1000.0,62.43735509169597,46.95153014177079,42.11061544499548,1000.0,51.265383556169674,1000.0,57.312588096651254,46.9955053416873,1000.0,42.11061544499548,sim,8760
NX1383,1000.0,28.58434285725789,27.555520572971997,26.80609963952509,1000.0,29.998911282603675,1000.0,39.37855095566474,28.564357549563276,1000.0,26.80609963952509,sim,8760
NX1384,1000.0,62.90510953204432,50.355787766370156,45.17859226405082,1000.0,55.00295492925452,1000.0,67.21933426041544,51.60927881753961,1000.0,45.17859226405082,sim,8760
NX1385,1000.0,39.58698860791447,33.751708327561374,32.52332687026314,1000.0,40.00596289934758,1000.0,47.70154269475913,35.73086420566525,1000.0,32.52332687026314,sim,8760
